post_id,topic,tfidf_mean,tfidf_max
1,0.047430383049375746,0.6276069032786851,0.7311151136972387
2,0.047430383049375746,1.4928794315139349,-0.7739267185476921
3,0.047430383049375746,1.7007228395617218,-0.8945015966058086
4,0.047430383049375746,-0.16252494853942814,1.6006675691632712
5,0.047430383049375746,-0.2199645097811371,0.43051473023424697
6,0.047430383049375746,-0.04879505458745622,0.38378023715694387
14,0.047430383049375746,-0.26269991459985914,1.42217693999329
2366,0.5405491639093988,-1.2957848615395349,-0.5045036520004181
7,0.047430383049375746,0.5127613857415267,-0.5700702504935703
8,0.047430383049375746,0.1448224015813624,1.2235818864868584
9,0.047430383049375746,0.04829613401006049,1.4706799344707264
10,0.047430383049375746,0.23793020426203215,1.6529200592304671
11,0.047430383049375746,0.4835948823651642,1.9916342481933995
15,0.047430383049375746,0.5341634870682996,0.21319351450703844
16,0.047430383049375746,0.10689621111995998,1.3075592128180349
17,0.047430383049375746,0.30856099579889723,1.2924973405721165
18,0.047430383049375746,0.8340224293875982,0.8857694947471245
19,0.047430383049375746,0.4991422219053236,-0.16646840316159078
2367,0.5405491639093988,-1.445144272195775,0.28523632875886124
2368,0.5405491639093988,-1.33586740040341,0.02256400024544977
2369,0.5405491639093988,-1.3212319747464374,-0.05087792885846397
2370,0.5405491639093988,-1.854614840097199,2.674239474843162
20,0.047430383049375746,0.5930836308616142,0.2609201918886724
21,0.047430383049375746,0.32912363091758534,0.3631153136508978
22,0.047430383049375746,1.148240927755756,0.3923772868020668
23,0.047430383049375746,0.6173323384147701,-0.800853823430145
24,0.047430383049375746,0.2014355422458198,-0.7917389681275803
25,0.047430383049375746,0.8856530583620623,-0.300675840653267
2371,0.5405491639093988,-1.393909095887886,0.8170873289655126
2372,0.5405491639093988,-1.3791721714718164,0.677643741473667
2373,0.5405491639093988,-1.5226916008442088,1.1109117236148196
26,0.047430383049375746,0.5382596867325715,-1.3074724136034503
27,0.047430383049375746,0.8996049413355698,0.8080563321150037
28,0.047430383049375746,-0.003689919206689755,0.16862641288204247
29,0.047430383049375746,0.5619456242894669,-0.668696954376715
30,0.047430383049375746,2.10583151442551,-0.5199181488866443
31,0.047430383049375746,0.12470269878795659,-0.3373077652290733
32,0.047430383049375746,0.24023892263961705,1.1354027885286735
583,0.0,-0.06759681351083958,-0.05111708157676058
33,0.047430383049375746,0.39518610811066257,1.1632941139095294
34,0.047430383049375746,0.893373253449518,-0.23719581557079342
35,0.047430383049375746,2.028467274021032,-0.7799626607815138
36,0.047430383049375746,1.16820718618591,0.5060324840507394
37,0.047430383049375746,1.5584800312185794,-0.5904653345512584
38,0.047430383049375746,-0.12181941369753371,1.9481528048305785
44,0.047430383049375746,0.021605420944295836,0.8241874993991248
2374,0.5405491639093988,-1.3229766161721759,0.250111330470054
39,0.047430383049375746,0.7019188803439698,0.5971633520123856
40,0.047430383049375746,0.09739336885863184,1.8799259577025216
41,0.047430383049375746,1.1959408221257155,0.45410113660226514
42,0.047430383049375746,0.6538833149275053,1.3257609426375416
43,0.047430383049375746,0.9147866504631242,0.6251235769521085
2375,0.5405491639093988,-1.4426001284263614,0.5549362129520125
2376,0.5405491639093988,-1.346352412815295,0.19291405655335978
2377,0.5405491639093988,-1.3304183572885198,0.4780994197501127
45,0.047430383049375746,0.08590306959412572,-0.41537167856381146
46,0.047430383049375746,0.4343356621889247,-0.9383418305013012
47,0.047430383049375746,-0.3160250478896245,0.17504694706010757
48,0.047430383049375746,0.9497278295508977,-0.749662981153071
49,0.047430383049375746,0.009630122838427397,0.89733114473975
50,0.047430383049375746,1.1117794306602935,0.7694642525454191
2378,0.5405491639093988,-1.369476046796727,0.24366205284926473
2379,0.5405491639093988,-1.325360438319083,0.3672270743109424
2380,0.5405491639093988,-1.3193713847526365,0.23188212868442992
2381,0.5405491639093988,-1.389641752869553,0.5408358133994049
2382,0.5405491639093988,-1.3262016932027856,0.08865559731667244
51,0.047430383049375746,0.9914595150008876,-0.5200614515888596
52,0.047430383049375746,0.44125934006525297,-0.42990402754203594
53,0.047430383049375746,0.1153624256105242,0.6133245881904461
54,0.047430383049375746,0.39725965633918897,-0.9012796621947444
55,0.047430383049375746,0.4293252340684903,0.2332398394126981
56,0.047430383049375746,0.11508227502598409,0.5387400820561471
57,0.047430383049375746,0.5629965592630964,1.1078462278373342
59,0.047430383049375746,0.1964424451248309,1.3784829501298563
60,0.047430383049375746,0.9739992334507936,-0.3740590348353113
67,0.047430383049375746,0.4733386820500419,-1.1504553531111887
61,0.047430383049375746,0.5154084006484743,-0.2552206642690153
62,0.047430383049375746,1.6285479580584374,-0.604329501471506
63,0.047430383049375746,0.20055969515284086,0.9031262289152145
64,0.047430383049375746,0.5662197798973128,0.8906585647534097
65,0.047430383049375746,1.2683476700509349,-0.88529174971659
66,0.047430383049375746,1.3640515914435465,-0.9366787541427349
1473,0.04744294035070759,-0.015925014976774027,0.12321046984678462
68,0.047430383049375746,0.559283264833941,0.8434030868242536
69,0.047430383049375746,0.7210965631936687,1.798238235739316
70,0.047430383049375746,0.6924633261719926,0.3869673929991057
71,0.047430383049375746,0.847563388654702,0.54891718551625
82,0.047430383049375746,0.25420419185587373,-0.5497931471890253
72,0.047430383049375746,0.8057993939999761,-0.07267339905045801
74,0.047430383049375746,0.33373820885530414,0.19797386162939498
75,0.047430383049375746,0.229190914867972,1.1112844063361542
76,0.047430383049375746,0.3137492130784968,1.6343552254825033
102,0.047430383049375746,1.3464865877010654,0.19697842916014863
285,0.047430383049375746,0.2761124703672097,-0.4502436032544885
77,0.047430383049375746,0.43754367116858395,1.3346730856018252
78,0.047430383049375746,0.46280803411694404,0.9833525085161391
79,0.047430383049375746,0.11037975436779586,0.12464192824906357
80,0.047430383049375746,0.6199701178003483,-0.6715459465223613
81,0.047430383049375746,-0.09975313495017113,0.5603911942441637
2383,0.5405491639093988,-1.314895625727495,1.0264012521366246
2384,0.5405491639093988,-1.3002202601579067,0.41352208179563116
83,0.047430383049375746,0.5983778856345314,-0.815771493924469
84,0.047430383049375746,0.15453139141442734,-0.3629193205808505
85,0.047430383049375746,0.9953064881733416,-0.31189235987268515
87,0.047430383049375746,0.5197899149406987,0.5325282372971566
88,0.047430383049375746,0.3199992873071681,-0.15628054553436707
2385,0.5405491639093988,-1.2869249916204148,-0.01148190675623175
2386,0.5405491639093988,-1.3044455757977795,0.48897453651031836
89,0.047430383049375746,0.3365805077680745,1.0436548099871668
92,0.047430383049375746,0.32634361820213503,-0.08002900226597168
