post_id,topic,tfidf_mean,tfidf_max,d2v_1,d2v_2,d2v_3,d2v_4,d2v_5,d2v_6,d2v_7,d2v_8,d2v_9,d2v_10,d2v_11,d2v_12,d2v_13,d2v_14,d2v_15,d2v_16,d2v_17,d2v_18,d2v_19,d2v_20
22,0.0474303830493757,1.148240927755756,0.3923772868020668,-1.4005184173583984,-1.0666924715042114,2.2615859508514404,-4.008618354797363,-8.184621810913086,-3.982344627380371,3.5372090339660645,3.6798205375671382,-4.532741546630859,-8.89604377746582,0.1888605505228042,-3.282855987548828,0.1204316988587379,-4.668041229248047,-2.939286708831787,4.619400501251221,3.1082639694213867,-6.416875839233398,1.7146968841552734,1.3745275735855105
23,0.0474303830493757,0.6173323384147701,-0.800853823430145,-0.2800033986568451,-1.329573392868042,-2.923774719238281,6.186116218566895,0.9097567200660706,-4.3619890213012695,3.4368693828582764,4.197482585906982,-5.30731725692749,-5.598955631256104,1.2952977418899536,0.0445331297814846,-1.930046558380127,-0.7006497979164124,5.913934230804443,-0.9039072394371032,-5.0118088722229,-0.7225807309150696,-0.524322509765625,-4.10284423828125
24,0.0474303830493757,0.2014355422458198,-0.7917389681275803,-5.459441661834717,-2.8257429599761963,-5.036322116851807,-3.4065141677856445,-7.105752468109131,-8.117664337158203,4.410179615020752,1.694236397743225,-2.5166807174682617,-4.864809036254883,-0.5408839583396912,-3.655006647109986,-3.970515727996826,0.1616832017898559,-0.7178035378456116,0.4154449701309204,0.5960346460342407,-2.634282350540161,1.874622464179993,-7.623874664306641
25,0.0474303830493757,0.8856530583620623,-0.300675840653267,-5.273923873901367,1.4654558897018433,0.5856493711471558,4.9418230056762695,-2.849233627319336,-9.094489097595217,4.867006301879883,7.173664093017578,-7.226255893707275,-11.185535430908203,2.1848301887512207,-3.488574266433716,3.931002140045166,3.1605043411254883,-2.593158483505249,6.630629539489746,-4.473997592926025,-2.8562307357788086,0.8300592303276062,-2.705706834793091
2371,0.5405491639093988,-1.393909095887886,0.8170873289655126,3.795855283737183,-0.1036288067698478,-2.4084088802337646,1.37173593044281,-3.4560000896453857,-3.40474796295166,0.4809025824069977,0.3854250907897949,-1.374600529670715,-0.3343193829059601,-1.7930964231491089,-0.8711715340614319,0.3090736865997314,-2.292022466659546,0.8043559789657593,3.1889801025390625,-1.6215847730636597,-0.8895612955093384,0.4079861044883728,-2.172207355499268
2372,0.5405491639093988,-1.3791721714718164,0.677643741473667,2.666274309158325,-3.0389907360076904,-2.953197240829468,0.0511180646717548,0.5564831495285034,-5.862393379211426,0.5605138540267944,0.9264149069786072,0.7297301888465881,0.6319255828857422,-0.2469747364521026,-1.9966195821762085,-1.9005756378173828,-1.691257357597351,0.1002984642982482,3.6090281009674072,1.4213626384735107,-1.3142802715301514,-0.978492021560669,0.7739303112030029
2373,0.5405491639093988,-1.5226916008442088,1.1109117236148196,1.286630630493164,0.4504351615905761,-1.2888675928115845,0.9622172117233276,1.6310425996780396,-0.4260501563549042,0.1666299253702163,3.283081293106079,-3.19909405708313,-0.0787727087736129,-1.7037726640701294,-2.7464840412139893,-1.501546025276184,-1.8487672805786133,-0.036248717457056,3.645370960235596,1.3097022771835327,-1.2805962562561035,0.752375066280365,-1.3736395835876465
26,0.0474303830493757,0.5382596867325715,-1.3074724136034503,-6.786839008331299,-3.379000186920166,1.3622735738754272,4.269652366638184,-5.387631893157959,-2.6787805557250977,3.7846767902374263,7.531764984130859,-3.8609304428100586,-5.085236549377441,6.42316484451294,-0.6557066440582275,-1.4378418922424316,-1.632213473320007,-0.6517054438591003,2.1403722763061523,1.6786246299743652,0.3429135978221893,3.025193929672241,-3.3923325538635254
27,0.0474303830493757,0.8996049413355698,0.8080563321150037,-4.947588920593262,0.547286868095398,-5.885485649108887,2.1684350967407227,-2.308387756347656,-6.120528697967529,3.997733592987061,9.952054977416992,-6.076753616333008,-1.8891881704330444,4.067878246307373,-0.4577167332172394,0.4526457786560058,1.5668166875839231,6.328677177429199,-3.913063287734986,0.2316489219665527,-1.8949562311172483,3.162727832794189,-2.9459049701690674
28,0.0474303830493757,-0.0036899192066897,0.1686264128820424,-3.1350173950195312,1.0574146509170532,-2.458317518234253,0.6212499141693115,-7.643970489501953,-11.44854736328125,2.51697850227356,2.9172732830047607,-6.1178975105285645,-10.052440643310549,0.8464066386222839,-0.3861052393913269,0.0868288427591323,-2.917619466781616,-6.649529457092285,3.303621768951416,-1.9417493343353271,-5.809738636016846,1.967498779296875,-0.1205765530467033
29,0.0474303830493757,0.5619456242894669,-0.668696954376715,-3.4245731830596924,0.2410722076892852,1.2901253700256348,3.807364702224731,-3.2528319358825684,-6.939584255218506,6.113264083862305,3.05563759803772,-6.276380062103272,-11.99198055267334,0.8588184118270874,-0.5743507146835327,1.7175644636154177,-1.0680967569351196,3.1112420558929443,5.843225002288818,0.2267833948135376,-2.0538814067840576,-0.3670350909233093,-2.968159437179565
30,0.0474303830493757,2.10583151442551,-0.5199181488866443,-2.261984348297119,-0.8758363127708435,-0.3636541664600372,-3.716341495513916,-7.285199165344238,-4.958281993865967,6.597114562988281,-0.7066977024078369,-5.999508857727051,-8.184680938720703,3.063178539276123,-4.162469863891602,1.7351154088974,-5.04056978225708,-5.399662017822266,5.18060302734375,2.1587798595428467,-5.490232944488525,-0.2904543578624725,-0.990370750427246
31,0.0474303830493757,0.1247026987879565,-0.3373077652290733,-2.165785312652588,-5.2789740562438965,2.008775234222412,3.805939197540283,-8.310625076293945,-7.957282543182373,5.113973617553711,6.591416358947754,-3.1282951831817627,-4.972260475158691,0.2062754780054092,-4.630202293395996,3.5278801918029785,-2.8985774517059326,2.7812631130218506,4.01906681060791,4.267560005187988,2.784175157546997,-3.021213293075561,-2.546130895614624
32,0.0474303830493757,0.240238922639617,1.1354027885286735,-0.7970177531242371,-4.661555767059326,2.184956312179565,5.280251979827881,-8.607007026672363,-7.1978278160095215,-3.57751727104187,-0.6523192524909973,-8.103885650634766,-3.3665883541107178,0.5301699042320251,0.8525428175926208,-1.827034831047058,-4.070915699005127,0.4730435311794281,-1.181770086288452,1.643191933631897,-3.73273515701294,5.238574028015137,-7.394438743591309
583,0.0,-0.0675968135108395,-0.0511170815767605,-2.586103916168213,-1.8701473474502563,-2.922673463821411,7.350546360015869,-3.3401548862457275,3.3579232692718506,4.165769100189209,4.611179351806641,2.544913053512573,-0.3027913868427276,0.6321207880973816,0.7553179860115051,-0.2578005492687225,0.6244859099388123,4.4364914894104,-1.5288057327270508,2.121908664703369,-6.030925273895264,-8.607864379882812,-4.697510242462158
33,0.0474303830493757,0.3951861081106625,1.1632941139095294,-6.804821014404297,-2.670015335083008,-3.116011381149292,4.21385669708252,-3.418056964874268,-4.963840007781982,4.900126457214356,6.144888877868652,-2.041867256164551,-3.0565028190612797,5.137294292449951,1.4427753686904907,1.0226073265075684,-0.6304551959037781,0.7863566875457764,-0.4668508768081665,-0.5949711799621582,-0.0976543128490448,-0.8680521249771118,-4.6636505126953125
34,0.0474303830493757,0.893373253449518,-0.2371958155707934,-3.288071155548096,0.777045726776123,2.6374313831329346,1.276829957962036,-0.8654322028160095,-9.35739040374756,3.23496413230896,0.720096230506897,-7.277590751647949,-10.553425788879396,-0.4684288501739502,1.1792800426483154,1.0246838331222534,3.5895421504974365,1.1483500003814695,7.16933536529541,0.3895976543426513,-3.4842934608459477,-1.3752728700637815,0.2447589933872223
35,0.0474303830493757,2.028467274021032,-0.7799626607815138,-3.318619728088379,0.2513583302497864,5.91486406326294,0.2774658799171448,-7.979503631591797,-3.847724914550781,5.816278457641602,2.5342087745666504,-7.259766578674316,-6.56361722946167,0.8044048547744751,-1.7183274030685425,1.168236494064331,-0.9156781435012816,1.678616285324097,8.417699813842773,5.856764316558838,-4.671806812286377,5.125516414642334,-0.024767430499196
36,0.0474303830493757,1.16820718618591,0.5060324840507394,-2.946594476699829,0.0684038028120994,2.759431838989258,1.448562502861023,-2.1682240962982178,-7.774221897125244,6.394026279449463,7.090769767761231,-3.5706586837768555,-8.526047706604004,2.710366725921631,-2.374014139175415,0.0299136471003294,1.4470674991607666,0.9493659138679504,5.698418140411377,-2.0687358379364014,-0.4221865534782409,-0.2195940464735031,-1.774240493774414
37,0.0474303830493757,1.5584800312185794,-0.5904653345512584,-2.1066794395446777,0.3728721141815185,-3.747331380844116,-1.9693779945373533,-3.6181113719940186,-9.225494384765623,4.797265529632568,-0.7313727140426636,-6.216909408569336,-11.02310562133789,2.847699880599976,-5.858834743499756,0.0356873422861099,-0.4639308154582977,-3.56689190864563,4.189580917358398,3.2077527046203613,-6.986694812774658,2.325233697891236,-1.1060655117034912
38,0.0474303830493757,-0.1218194136975337,1.9481528048305785,-5.330538749694824,-2.256021738052368,-0.5322351455688477,4.096380233764648,-8.215302467346191,-8.809581756591797,-0.5563412308692932,3.3764169216156006,-4.748816013336182,-2.549635171890259,10.529120445251465,-1.366037130355835,-1.1179765462875366,-4.990026950836182,2.830357313156128,-0.985554814338684,3.923423767089844,-2.705488920211792,5.403019428253174,-3.614306688308716
44,0.0474303830493757,0.0216054209442958,0.8241874993991248,-8.147222518920898,-1.3926371335983276,-3.2927706241607666,11.802029609680176,-6.569524765014648,-7.378443241119385,5.1639909744262695,11.26629638671875,-5.314793109893799,-9.546982765197754,7.847096443176269,0.8934183120727539,-0.0911948680877685,-3.1201415061950684,4.00320291519165,1.391566514968872,-1.1578446626663208,0.4196367859840393,1.6611422300338743,-2.949382305145264
2374,0.5405491639093988,-1.322976616172176,0.250111330470054,1.4675917625427246,-0.5199242830276489,-0.965636670589447,1.424229621887207,0.8033603429794312,-1.046342134475708,-1.0252928733825684,0.2079573422670364,-0.7464770674705505,-1.667387843132019,-2.179380416870117,-1.569542407989502,-1.97196900844574,0.0187336485832929,-0.0854703858494758,2.759279251098633,1.9266217947006223,-0.6244873404502869,0.2335063219070434,-0.6568173766136169
39,0.0474303830493757,0.7019188803439698,0.5971633520123856,-3.3651604652404785,-4.295173645019531,2.4124462604522705,1.9316983222961424,-8.0347261428833,-7.274414539337158,-1.304263472557068,2.6631150245666504,-7.072032928466797,-0.3091883361339569,3.987851858139038,0.6528384685516357,3.481807231903076,-2.7269740104675293,-6.36284875869751,-0.4011517763137817,4.778947353363037,-5.481079578399658,1.4586716890335083,-3.1783812046051025
40,0.0474303830493757,0.0973933688586318,1.8799259577025216,-4.580452919006348,0.8882909417152405,-3.243396043777466,10.144081115722656,-0.7991454601287842,-7.740532398223877,4.078596591949463,9.81311321258545,-5.677569389343262,-8.361733436584473,7.800817966461182,1.830238342285156,1.5990333557128906,-1.352941632270813,8.31470775604248,1.2075214385986328,-4.467324256896973,-0.6421401500701904,0.7268242835998535,-3.82196307182312
41,0.0474303830493757,1.1959408221257155,0.4541011366022651,-4.340988159179688,-1.7679888010025024,0.9240200519561768,5.999671936035156,-7.087224960327148,-9.61712646484375,-2.873779058456421,3.4882843494415283,-3.326122522354126,-7.838165760040283,7.741865158081055,-0.6026352047920227,-3.324352502822876,-0.9846027493476868,-0.3326159417629242,-1.9777535200119016,0.3664823472499847,-5.818901538848877,3.922346830368042,-2.836055040359497
42,0.0474303830493757,0.6538833149275053,1.3257609426375416,-8.23822021484375,-1.6989901065826416,-1.0835798978805542,6.335974216461182,-6.20754337310791,-8.754440307617188,0.7173364162445068,11.293415069580078,-3.797698497772217,-9.46413803100586,11.48018741607666,-0.3337246477603912,-0.0614415816962718,-2.6814160346984863,3.433235645294189,-0.7963451147079468,-1.9141629934310915,-0.0155236469581723,2.5378875732421875,-6.5055437088012695
43,0.0474303830493757,0.9147866504631242,0.6251235769521085,-1.4197362661361694,-4.706881999969482,3.275897979736328,1.50333571434021,-8.019540786743164,-3.612371206283569,0.4307319223880768,7.690412044525146,-2.593206882476806,-6.806373119354248,0.7208686470985413,-0.1748462319374084,-1.142256498336792,-1.806628942489624,-1.7021560668945312,5.051965236663818,3.227166652679444,-6.563309669494629,5.656682968139648,3.00326943397522
2375,0.5405491639093988,-1.4426001284263614,0.5549362129520125,2.6464340686798096,0.7630512714385986,-0.1922995150089264,3.1986825466156006,-3.947798728942871,-1.5109108686447144,-0.3790174424648285,2.57374906539917,-1.9341524839401243,0.571509063243866,-2.122816324234009,-3.448322057723999,-3.775480747222901,0.4890519082546234,0.1326901614665985,2.596843242645264,0.5785486698150635,1.092361569404602,0.5043748617172241,2.088085412979126
2376,0.5405491639093988,-1.346352412815295,0.1929140565533597,0.3137229382991791,1.1683108806610107,-1.7462947368621826,0.0598816983401775,-1.984319090843201,-1.410704493522644,0.5881989002227783,-0.0246630758047103,0.2953203022480011,-2.6497488021850586,2.885021686553955,1.771932601928711,0.7849186062812805,-0.6837317943572998,0.4068108201026916,1.2307164669036863,3.516520500183105,-1.8330050706863403,0.2813228964805603,-1.38882315158844
2377,0.5405491639093988,-1.3304183572885198,0.4780994197501127,0.4191568195819855,-1.4820003509521484,-1.435289978981018,0.7436552047729492,0.4111661314964294,-1.8321257829666135,0.6610378623008728,3.4482262134552,0.7076836824417114,-3.3157308101654053,0.1434828042984008,-1.2661665678024292,-2.7881436347961426,-0.9283384680747986,-0.6835922598838806,3.5609993934631348,-0.9212293028831482,-1.3407762050628662,1.630190372467041,-2.04367470741272
45,0.0474303830493757,0.0859030695941257,-0.4153716785638114,-2.530136823654175,-4.43060302734375,3.7607574462890634,5.438564777374268,-8.979511260986328,-4.816162586212158,-2.68546724319458,6.766596794128418,-4.924527645111084,-5.138599872589111,-1.2690818309783936,0.1685714721679687,2.8858582973480225,0.0316425859928131,-6.10191822052002,1.9566426277160645,4.476864814758301,-3.2511446475982666,1.3954126834869385,-3.988226890563965
46,0.0474303830493757,0.4343356621889247,-0.9383418305013012,-5.060234069824219,-4.708778381347656,-8.830756187438965,2.959669589996338,-10.137736320495604,-4.276572227478027,1.279328227043152,1.6783753633499146,-4.920339584350586,-4.744720935821533,5.822937965393066,-4.620609283447266,1.3918930292129517,-8.792675018310547,1.2984213829040527,-5.962211608886719,-0.5472301840782166,-6.832203388214111,-0.132484570145607,-5.567651748657227
47,0.0474303830493757,-0.3160250478896245,0.1750469470601075,-1.203305959701538,-4.820113658905029,-8.827651977539062,-3.667950630187988,-10.027440071105955,-7.915018081665039,-0.1725435256958007,6.951332092285156,-8.279881477355957,-8.176996231079102,-1.1719958782196045,-2.7741692066192627,-1.1493284702301023,-0.393355518579483,1.1372861862182615,3.4668288230896,0.0814133584499359,-3.3603296279907227,1.290353775024414,3.2241814136505127
48,0.0474303830493757,0.9497278295508976,-0.749662981153071,-1.2000079154968262,-1.664731740951538,0.2576357126235962,3.4658491611480717,-3.318063497543335,-7.233119010925293,3.33878231048584,7.542662143707275,-7.284279823303223,-11.93216037750244,5.878662109375,-2.912355422973633,-0.8285355567932129,1.1518741846084597,3.980036973953247,5.00931453704834,0.4953862428665161,-2.2508368492126465,2.7275102138519287,1.878790140151977
49,0.0474303830493757,0.0096301228384273,0.89733114473975,-2.7581286430358887,1.6323078870773315,-1.1360632181167605,-0.1891593784093856,-3.3444061279296875,-8.713184356689453,2.445852279663086,-0.3132629096508026,-7.561673164367676,-9.329992294311523,2.9167957305908203,-4.7697038650512695,3.666898250579834,-0.9482564330101012,-8.62520980834961,3.020525455474853,0.0021292134188115,-4.983271598815918,-1.58332097530365,-3.738286018371582
50,0.0474303830493757,1.1117794306602935,0.7694642525454191,-3.3251736164093018,-3.298612594604492,3.791547298431397,3.964203357696533,-5.922579765319824,-8.912755966186523,-2.9022579193115234,-0.5363184809684753,-9.144227027893066,-0.364336609840393,3.38087797164917,-0.630332350730896,-0.4595710039138794,-0.5212558507919312,-6.167638301849365,-1.4745395183563232,5.293992042541504,-6.2699151039123535,0.5283396244049072,-0.2125926464796066
2378,0.5405491639093988,-1.369476046796727,0.2436620528492647,3.89059066772461,-0.5426130890846252,-0.104001834988594,2.827054262161255,-2.712312936782837,-1.2778546810150146,2.3504436016082764,1.422622799873352,-1.68544340133667,0.6858574748039246,-0.98792964220047,-3.1127769947052,-3.623390436172485,0.6779690384864807,-1.0775268077850342,2.856272459030152,1.1931746006011963,-0.9888238310813904,1.8091800212860107,-1.269479513168335
2379,0.5405491639093988,-1.325360438319083,0.3672270743109424,0.859044075012207,0.0495211705565452,-3.649937391281128,-0.7805761694908142,1.104286789894104,-0.80940181016922,0.1690946966409683,2.24984073638916,-1.3976675271987915,-2.4058663845062256,-1.1534239053726196,-0.7432730197906494,-0.077066384255886,-1.8725229501724243,0.7978485226631165,2.288403034210205,3.275784969329834,0.2798157632350921,-1.0273029804229736,-3.5512142181396484
2380,0.5405491639093988,-1.3193713847526365,0.2318821286844299,-0.4104152917861938,-0.3359825909137726,-1.8991453647613523,2.1641149520874023,-0.974320352077484,0.5451509952545166,3.3312370777130127,2.4529712200164795,-0.5708410143852234,1.09799063205719,-1.5331085920333862,-2.658791303634644,-1.2446956634521484,-2.6321277618408203,-1.0787503719329834,1.525909185409546,0.9825549125671388,-0.5975596308708191,-0.9021087288856506,-0.4944010972976684
